city;neighbourhood;street;price;House No.;Flat No.;Area;Number of rooms;Floor;No. of floors;Build year;Building type;Heating system;Equipment;Building Energy Efficiency Class;Description;Additional premises;Additional Equipment;Security;Nearest kindergarten;Nearest educational institution;Nearest shop;Public transport stop;crime;Object;Unique item number (RC number)
Vilnius;Lazdynai;Architektų g.;"Price decreased 0,1%
142 900 € (2 198 €/m²)";49;;65 m²;4;4;5;1970;Block house;Central;Fully equipped;;;;;;200 m;200 m;110 m;130 m;"63,70 €/month
~ 0,98 €/m²";;
Vilnius;Naujamiestis;S. Konarskio g.;"155 000 € (2 981 €/m²)
(interested in changing)";;;52 m²;3;2;5;1970;Brick;Central;Fully equipped;;Internet Cable television Kitchen merged with room;Balcony Cellar;Washing machine Furniture Refrigerator Kitchen furniture Stove Shower;Steel doors Code door lock;300 m;390 m;440 m;140 m;23;;
Vilnius;Naujamiestis;Mindaugo g.;268 500 € (3 678 €/m²);23A;;73 m²;3;3;5;2012;Brick;Central thermostat;Fully equipped;;New sewage system New electrical installation Private yard Internet Cable television;Parking space;Washing machine Refrigerator Stove Dish washer;Steel doors Code door lock Video surveillance;290 m;210 m;120 m;280 m;"48,91 €/month
~ 0,67 €/m²";;
Vilnius;Balsiai;Verkių Riešės g.;131 000 € (1 569 €/m²);6;7;83,5 m²;4;2;2;1969;Brick;Central;Fully equipped;;Separate bathroom and WC;Storeroom Balcony Cellar Parking space;Stove Bath;Steel doors;810 m;1,5 km;380 m;120 m;1;;
Vilnius;Lazdynai;Architektų g.;109 000 € (1 787 €/m²);20;;61 m²;3;5;5;1970;Block house;Central;Fully equipped;;Separate bathroom and WC;Balcony Cellar;Bath;Steel doors Code door lock;90 m;280 m;260 m;180 m;"56,12 €/month
~ 0,92 €/m²";;
Vilnius;Karoliniškės;Rolando Jankausko g.;98 000 € (2 149 €/m²);5;;45,6 m²;2;5;12;1974;Block house;Central;Fully equipped;;Separate bathroom and WC;Storeroom Balcony;Washing machine Refrigerator Kitchen furniture Stove Bath;Steel doors Code door lock;540 m;260 m;130 m;70 m;14;;
Vilnius;Karoliniškės;Vido Maciulevičiaus g.;104 000 € (1 635 €/m²);24;;63,6 m²;3;2;9;1972;Block house;Central;Fully equipped;;Has elevator;Storeroom Balcony Cellar;Washing machine Furniture Refrigerator Kitchen furniture Stove Bath;Code door lock;190 m;290 m;330 m;190 m;9;;
Vilnius;Lazdynai;Architektų g.;110 000 € (2 340 €/m²);89;;47 m²;2;1;5;1971;Block house;Central;Fully equipped;;New sewage system New electrical installation Cable television;Balcony Cellar Parking space Closet;Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Dish washer Shower;Steel doors Code door lock;350 m;80 m;130 m;50 m;"52,64 €/month
~ 1,12 €/m²";;
Vilnius;Šeškinė;Dūkštų g.;109 000 € (2 137 €/m²);;;51 m²;2;2;9;1980;Block house;Central;Fully equipped;;;;;;160 m;340 m;100 m;190 m;22;;
Vilnius;Naujamiestis;Kauno g.;"Price decreased 2,3%
191 000 € (4 175 €/m²)";16;;45,75 m²;2;6;7;2022;Brick;Central thermostat;Fully equipped;A+;New sewage system New electrical installation Private yard Kitchen merged with room;Balcony Parking space;Floor heating system Plastic pipes Shower Bath Recuperation;Steel doors Alarm system Code door lock Video surveillance;500 m;350 m;100 m;200 m;"22,42 €/month
~ 0,49 €/m²";;
Vilnius;Šnipiškės;Veprių g.;175 000 € (4 707 €/m²);;;37,18 m²;2;3;5;2024;Brick;Central thermostat;Partially equipped;A+;Internet Kitchen merged with room Cable television;Balcony;;Steel doors Code door lock;240 m;310 m;410 m;110 m;13;;
Vilnius;Markučiai;Kaukysos g.;230 000 € (3 407 €/m²);;;67,51 m²;2;5;6;2012;Brick;Central thermostat;Fully equipped;;Internet High ceiling Two-floor flat Kitchen merged with room Cable television;;Furniture Washing machine Bath;Code door lock;180 m;750 m;50 m;260 m;3;;
Vilnius;Markučiai;Manufaktūrų g.;"Price decreased 2,5%
194 990 € (5 416 €/m²)";;;36 m²;2;4;5;2022;Brick;Central thermostat;Fully equipped;A+;;;;;270 m;670 m;70 m;330 m;4;;
Vilnius;Žirmūnai;Žirmūnų g.;175 000 € (3 520 €/m²);113;;49,71 m²;3;4;9;1969;Block house;Central;Fully equipped;;Has elevator New electrical installation Internet Kitchen merged with room;Balcony Cellar Closet;Washing machine Furniture Refrigerator Kitchen furniture Stove Shower;Steel doors Code door lock;250 m;570 m;240 m;180 m;"49,21 €/month
~ 0,99 €/m²";;
Vilnius;Naujininkai;Šaltkalvių g.;68 700 € (2 471 €/m²);68;;27,8 m²;1;4;5;1971;Brick;Central;Fully equipped;;;;;;210 m;260 m;460 m;510 m;"32,53 €/month
~ 1,17 €/m²";;
Vilnius;Senamiestis;Tauro g.;206 000 € (4 348 €/m²);12;;47,38 m²;2;5;5;1941 construction, 2021 renovation;Brick;Gas;Fully equipped;;High ceiling New sewage system New electrical installation Kitchen merged with room;;Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Dish washer Shower;Steel doors Code door lock;370 m;320 m;300 m;240 m;16;;
Vilnius;Naujininkai;Dzūkų g.;119 000 € (1 813 €/m²);19;;65,65 m²;3;3;5;1968;Brick;Central;Fully equipped;;Separate bathroom and WC Internet;Storeroom Balcony Cellar;Furniture Kitchen furniture Bath;Steel doors;170 m;270 m;120 m;140 m;"70,25 €/month
~ 1,07 €/m²";;
Vilnius;Naujamiestis;Mindaugo g.;299 750 € (3 655 €/m²);;;82 m²;4;2;4;1940;Brick;Gas;Fully equipped;;Private yard Internet High ceiling New sewage system New electrical installation Kitchen merged with room Cable television;Parking space;Furniture Washing machine Refrigerator Kitchen furniture Stove Dish washer Shower Bath;Steel doors Code door lock;290 m;150 m;120 m;230 m;32;;
Vilnius;Naujininkai;Dzūkų g.;114 900 € (1 795 €/m²);;;64 m²;3;5;5;1992;Brick;Central;Fully equipped;;Separate bathroom and WC Internet;Storeroom Balcony;Stove Bath;Steel doors Code door lock;160 m;240 m;150 m;110 m;9;;
Vilnius;Žvėrynas;Vytauto g.;7 000 000 € (5 307 €/m²);;;1319 m²;3;3;3;1940;Brick;Gas;Fully equipped;;Has elevator;;;;360 m;200 m;300 m;180 m;5;;
Vilnius;Naujamiestis;V. Pietario g.;"Price decreased 11,1%
40 000 € (2 222 €/m²)";8;;18 m²;1;2;5;1966;Brick;Central;Not equipped;;;;;;390 m;320 m;280 m;80 m;24;;
Vilnius;Žirmūnai;Žirmūnų g.;112 000 € (2 532 €/m²);96;;44,23 m²;2;5;5;1967 construction, 2023 renovation;Block house;Central;Fully equipped;;New sewage system New electrical installation;Balcony;Washing machine Refrigerator Kitchen furniture Stove Bath;Steel doors Code door lock;150 m;210 m;220 m;290 m;"21,67 €/month
~ 0,49 €/m²";;
Vilnius;Naujamiestis;M. K. Čiurlionio g.;1 240 000 € (4 768 €/m²);;;260,05 m²;6;4;4;1999;Brick;Electric;Fully equipped;;High ceiling Kitchen merged with room;Balcony Terrace Cellar Closet;Furniture Bath;Code door lock;260 m;270 m;40 m;430 m;10;;
Vilnius;Senamiestis;Aludarių g.;379 000 € (6 348 €/m²);5;;59,7 m²;2;3;5;2019;Brick;Central thermostat;Fully equipped;A++;New sewage system New electrical installation Kitchen merged with room;Balcony;Conditioner Washing machine Furniture Floor heating system Kitchen furniture Stove Dish washer;Steel doors Alarm system Code door lock Video surveillance;310 m;320 m;370 m;210 m;"36,42 €/month
~ 0,61 €/m²";;
Vilnius;Senamiestis;Pylimo g.;180 000 € (1 125 €/m²);;;160 m²;4;5;5;1940;Brick;Gas;Partially equipped;;;;;;160 m;290 m;100 m;50 m;35;;
Vilnius;Antakalnis;Kregždžių g.;123 000 € (2 064 €/m²);32;;59,58 m²;3;2;4;1996;Brick;Gas;Fully equipped;;New sewage system New electrical installation Private yard Kitchen merged with room;Storeroom Parking space;Washing machine Refrigerator Kitchen furniture Stove Dish washer Shower;;290 m;2,7 km;850 m;830 m;0;;
Vilnius;Žirmūnai;Kalvarijų g.;221 000 € (2 838 €/m²);137C;;77,86 m²;3;1;2;2013;Brick;Gas;Fully equipped;;Private entrance High ceiling Two-floor flat Private yard Kitchen merged with room;Parking space Closet;Washing machine Furniture Refrigerator Kitchen furniture Stove Fireplace Shower Bath;;90 m;420 m;300 m;100 m;9;;
Vilnius;Antakalnis;Olandų g.;128 000 € (2 544 €/m²);54;;50,31 m²;2;3;5;1975;Brick;Central;Not equipped;;;;;;470 m;150 m;50 m;110 m;"62,38 €/month
~ 1,24 €/m²";;
Vilnius;Justiniškės;Taikos g.;107 999 € (2 160 €/m²);213;;50 m²;2;4;5;1985;Block house;Central;Fully equipped;;Separate bathroom and WC;Balcony Cellar;Refrigerator Kitchen furniture Stove Bath;Steel doors;270 m;180 m;310 m;250 m;2;;
Vilnius;Senamiestis;Pilies g.;190 000 € (1 601 €/m²);;;118,67 m²;4;3;3;1940;Brick;Other;Not equipped;;;;;;580 m;120 m;120 m;250 m;21;;
Vilnius;Senamiestis;Dysnos g.;229 000 € (2 628 €/m²);;;87,14 m²;3;2;2;1940;Brick;Gas, electric;Fully equipped;;Private yard Internet High ceiling Two-floor flat Separate bathroom and WC New sewage system New electrical installation Kitchen merged with room Cable television;Parking space;Furniture Washing machine Refrigerator Kitchen furniture Stove Plastic pipes Dish washer Shower;Steel doors Alarm system Code door lock;150 m;370 m;230 m;190 m;26;;
Vilnius;Naujamiestis;A. Vivulskio g.;"Price decreased 0,8%
228 000 € (5 420 €/m²)";;;42,07 m²;2;2;3;1940;Brick;Central;Fully equipped;;Private yard Internet New sewage system New electrical installation Kitchen merged with room Cable television;Parking space;Furniture Washing machine Refrigerator Kitchen furniture Stove Dish washer Shower;Steel doors Alarm system Code door lock;110 m;250 m;100 m;130 m;28;;
Vilnius;Senamiestis;Didžioji g.;365 000 € (3 687 €/m²);;;99 m²;4;4;4;1940;Brick;Central;Fully equipped;;New sewage system;;Conditioner Refrigerator Stove Shower;;440 m;180 m;70 m;200 m;28;;
Vilnius;Žvėrynas;A. Mickevičiaus g.;370 000 € (3 949 €/m²);;;93,7 m²;4;4;4;1959 construction, 2015 renovation;Brick;Central thermostat;Fully equipped;;Internet High ceiling New sewage system Cable television;Balcony Parking space;Furniture Refrigerator Kitchen furniture Stove Shower Bath;Steel doors Alarm system Code door lock;230 m;160 m;400 m;130 m;5;;
Vilnius;Dvarčionys;Keramikų g.;105 000 € (2 318 €/m²);1;;45,3 m²;2;3;4;1970;Brick;Central;Fully equipped;;Separate bathroom and WC;Balcony Cellar;Washing machine Furniture Refrigerator Stove;Steel doors Code door lock;280 m;2,5 km;60 m;50 m;"59,34 €/month
~ 1,31 €/m²";;
Vilnius;Naujininkai;Panevėžio g.;63 900 € (3 192 €/m²);29;;20,02 m²;1;5;6;1977;Brick;Central;Fully equipped;;New electrical installation Kitchen merged with room;;Washing machine Furniture Refrigerator Kitchen furniture Stove Shower;Steel doors;300 m;210 m;300 m;260 m;7;;
Vilnius;Naujamiestis;Naugarduko g.;189 000 € (2 725 €/m²);52;;69,36 m²;3;6;9;1980;Brick;Central;Fully equipped;;Separate bathroom and WC;Balcony;Furniture Kitchen furniture Stove Dish washer Bath;Steel doors Code door lock;260 m;280 m;210 m;50 m;"79,07 €/month
~ 1,14 €/m²";;
Vilnius;Naujamiestis;Eigulių g.;289 000 € (4 865 €/m²);7;;59,41 m²;3;2;6;2023;Brick;Central thermostat;Partially equipped;A+;New sewage system New electrical installation Kitchen merged with room;Balcony;Floor heating system Recuperation;Steel doors Code door lock;810 m;710 m;490 m;420 m;2;;
Vilnius;Vilkpėdė;Eigulių g.;289 000 € (4 865 €/m²);7;;59,41 m²;3;2;6;2023;Brick;Central thermostat;Partially equipped;A+;New sewage system New electrical installation Kitchen merged with room;Balcony;Floor heating system Recuperation;Steel doors Code door lock;810 m;710 m;490 m;420 m;2;;
Vilnius;Justiniškės;Taikos g.;"Price decreased 0,6%
168 000 € (2 483 €/m²)";;;67,65 m²;2;5;6;2006;Brick;Central thermostat;Fully equipped;;High ceiling Internet Cable television Kitchen merged with room;Balcony;Conditioner Washing machine Furniture Refrigerator Kitchen furniture Stove Dish washer Shower;Steel doors Code door lock Video surveillance;130 m;480 m;490 m;120 m;2;;
Vilnius;Bajorai;Bajorų kel.;125 000 € (2 938 €/m²);;;42,55 m²;2;5;9;2007;Brick;Central thermostat;Fully equipped;;;;;;200 m;1,5 km;250 m;170 m;0;;
Vilnius;Naujamiestis;Panerių g.;"Price decreased 2,1%
142 000 € (3 035 €/m²)";;;46,79 m²;2;2;3;1940;Brick;Electric, solid fuel;Not equipped;;High ceiling Private yard;Storeroom Balcony;;;640 m;490 m;330 m;320 m;23;;
Vilnius;Lazdynėliai;Bukčių g.;142 000 € (2 757 €/m²);4;;51,51 m²;2;1;5;2002;Brick;Other;Fully equipped;;High ceiling Internet Cable television Kitchen merged with room;Storeroom Closet;Conditioner Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Plastic pipes Dish washer Bath;Steel doors Code door lock;350 m;830 m;100 m;80 m;0;;
Vilnius;Markučiai;Manufaktūrų g.;235 000 € (5 002 €/m²);7;;46,98 m²;2;1;5;2024;Brick;Central thermostat;Fully equipped;A+;New sewage system New electrical installation Kitchen merged with room;Balcony;Furniture Conditioner Washing machine Floor heating system Kitchen furniture Stove Dish washer Bath Recuperation;Steel doors Alarm system Code door lock;290 m;610 m;130 m;310 m;4;;
Vilnius;Žvėrynas;Studentų g.;82 500 € (3 835 €/m²);41;;21,51 m²;1;2;5;1962 construction, 2021 renovation;Brick;Central;Fully equipped;;New sewage system New electrical installation Kitchen merged with room;;Furniture Washing machine Kitchen furniture Stove;Steel doors Code door lock;430 m;220 m;380 m;220 m;"20,86 €/month
~ 0,97 €/m²";;
Vilnius;Antavilis;J. Biliūno g.;74 000 € (2 387 €/m²);10;;31 m²;1;1;2;2022;Brick;Electric;Fully equipped;;New sewage system New electrical installation Private yard Internet Kitchen merged with room;Storeroom Cellar Parking space;Conditioner Washing machine Furniture Floor heating system Kitchen furniture Stove Plastic pipes Shower Recuperation;;1,9 km;2,7 km;2,9 km;140 m;3;;
Vilnius;Pilaitė;Bitėnų g.;144 000 € (1 988 €/m²);4;;72,45 m²;3;5;5;2002;Brick;Central thermostat;Fully equipped;;High ceiling Internet Kitchen merged with room;Balcony;Furniture Kitchen furniture Stove Fireplace Plastic pipes Dish washer Bath;Steel doors Alarm system Code door lock;410 m;220 m;530 m;140 m;"56,51 €/month
~ 0,78 €/m²";;
Vilnius;Žvėrynas;Vytauto g.;575 000 € (3 547 €/m²);8;;162,09 m²;5;5;5;1998;Brick;Gas;Partially equipped;;Two-floor flat;Balcony Terrace;;Code door lock;270 m;170 m;320 m;0 m;5;;
Vilnius;Žirmūnai;Žirmūnų g.;99 900 € (2 735 €/m²);137;;36,53 m²;1;4;12;1975;Brick;Central;Fully equipped;;Has elevator;Balcony Cellar;Washing machine Furniture Refrigerator Kitchen furniture Stove Bath;Steel doors;280 m;420 m;160 m;40 m;"36,16 €/month
~ 0,99 €/m²";;
Vilnius;Žirmūnai;Riterių g.;170 000 € (4 195 €/m²);10;127;40,52 m²;2;5;8;2023;Block house;Central thermostat;Fully equipped;A;;;;;310 m;560 m;480 m;110 m;6;;
Vilnius;Naujamiestis;Kauno g.;375 000 € (4 573 €/m²);16;282;82 m²;3;7;11;2017;Block house;Central thermostat;Fully equipped;;;;;;500 m;350 m;100 m;200 m;"40,18 €/month
~ 0,49 €/m²";;
Vilnius;Naujoji Vilnia;Genių g.;51 500 € (2 002 €/m²);13A;;25,72 m²;1;4;5;2025;Brick;Central thermostat;Partially equipped;A;New sewage system New electrical installation Internet Cable television Kitchen merged with room;;Plastic pipes;Steel doors Code door lock Video surveillance;280 m;240 m;130 m;170 m;9;;
Vilnius;Šeškinė;Ukmergės g.;"Price decreased 0,1%
99 900 € (1 983 €/m²)";206;;50,38 m²;2;6;9;1979;Block house;Central;Other;;;;;;60 m;350 m;290 m;170 m;"60,96 €/month
~ 1,21 €/m²";;
Vilnius;Šnipiškės;Daugėliškio g.;245 000 € (3 647 €/m²);33;22;67,17 m²;4;7;9;2023;Brick;Central thermostat;Fully equipped;A;New electrical installation Private yard Internet Cable television Kitchen merged with room;Balcony;Plastic pipes Bath Recuperation;Steel doors Code door lock Video surveillance;350 m;500 m;450 m;80 m;14;;
Vilnius;Pilaitė;M. Mažvydo g.;"Price decreased 2,7%
180 000 € (2 996 €/m²)";;;60,09 m²;3;4;6;2008;Brick;Central thermostat;Fully equipped;;;;;;240 m;240 m;140 m;240 m;5;;
Vilnius;Grigiškės;Jaunimo skg.;"Price decreased 0,5%
107 500 € (1 966 €/m²)";5;;54,68 m²;3;2;5;1968;Brick;Central;Fully equipped;;Separate bathroom and WC Internet;Storeroom Balcony;Washing machine Furniture Refrigerator Kitchen furniture Stove Bath;Steel doors Code door lock;240 m;310 m;220 m;100 m;3;;
Vilnius;Naujininkai;Tyzenhauzų g.;135 000 € (2 345 €/m²);4;;57,56 m²;2;9;12;1981;Brick;Central;Fully equipped;;Has elevator;;;;540 m;380 m;200 m;90 m;"80,01 €/month
~ 1,39 €/m²";;
Vilnius;Markučiai;Paplaujos g.;398 000 € (4 575 €/m²);3;8;87 m²;3;1;6;2013;Brick;Central thermostat;Fully equipped;;Has elevator;;;;410 m;600 m;220 m;200 m;"68,73 €/month
~ 0,79 €/m²";;
Vilnius;Žirmūnai;M. Katkaus g.;259 000 € (4 399 €/m²);;;58,88 m²;3;3;7;2020;Brick;Central thermostat;Fully equipped;;;Balcony;Washing machine Furniture Refrigerator Dish washer Bath;Steel doors Code door lock;160 m;240 m;240 m;100 m;20;;
Vilnius;Senamiestis;Vokiečių g.;322 000 € (4 179 €/m²);28;30;77,06 m²;3;4;4;1956 construction, 2014 renovation;Brick;Central;Fully equipped;;Separate bathroom and WC Private yard Internet Kitchen merged with room;Cellar;Washing machine Furniture Refrigerator Kitchen furniture Stove Shower Bath;Code door lock;140 m;70 m;90 m;20 m;"106,34 €/month
~ 1,38 €/m²";;
Vilnius;Fabijoniškės;Gedvydžių g.;130 000 € (1 957 €/m²);22;;66,44 m²;3;7;9;1990;Block house;Central;Fully equipped;;Has elevator Separate bathroom and WC;Storeroom Balcony Closet;Washing machine Furniture Refrigerator Stove Dish washer Bath;Steel doors Code door lock;380 m;170 m;200 m;130 m;"97,00 €/month
~ 1,46 €/m²";;
Vilnius;Naujininkai;Dzūkų g.;"Price decreased 2,7%
73 000 € (1 681 €/m²)";57;;43,42 m²;1;1;9;1989;Brick;Central;Fully equipped;;;Storeroom Balcony;Washing machine Refrigerator Stove Bath;Code door lock;210 m;240 m;380 m;140 m;"53,41 €/month
~ 1,23 €/m²";;
Vilnius;Pilaitė;I. Kanto al.;"Price decreased 3,6%
83 900 € (2 385 €/m²)";13;;35,18 m²;1;2;9;1993;Block house;Central;Fully equipped;;;Balcony Terrace Cellar;Stove Bath;Steel doors Code door lock;150 m;150 m;20 m;330 m;8;;
Vilnius;Šnipiškės;A. Juozapavičiaus g.;1 450 000 € (8 896 €/m²);;;163 m²;4;9;9;1985 construction, 2008 renovation;Brick;Central thermostat;Fully equipped;;;;;;90 m;100 m;250 m;240 m;20;;
Vilnius;Senamiestis;Teatro g.;129 000 € (5 181 €/m²);;;24,9 m²;1;3;3;1940;Brick;Central;Fully equipped;;;Cellar Closet;;;360 m;250 m;320 m;130 m;"33,12 €/month
~ 1,33 €/m²";;
Vilnius;Pilaitė;M. Mažvydo g.;194 000 € (3 042 €/m²);6;;63,77 m²;3;8;9;2017;Brick;Central thermostat;Fully equipped;;;;;;190 m;320 m;180 m;150 m;8;;
Vilnius;Šnipiškės;Kalvarijų g.;215 000 € (2 856 €/m²);;;75,27 m²;3;1;2;2013;Brick;Gas;Fully equipped;;;;;;70 m;410 m;260 m;20 m;9;;
Vilnius;Viršuliškės;Šešuolių g.;"Price decreased 1%
104 990 € (1 640 €/m²)";11;;64 m²;3;7;9;1977;Block house;Central;Fully equipped;;Has elevator Separate bathroom and WC;Storeroom Balcony Cellar Closet;Washing machine Furniture Refrigerator Kitchen furniture Stove Bath;Steel doors;70 m;220 m;370 m;300 m;"78,72 €/month
~ 1,23 €/m²";;
Vilnius;Tarandė;Tarandės g.;135 000 € (3 214 €/m²);;;42 m²;2;3;4;2020;Brick;Central thermostat;Fully equipped;;;Balcony;Bath;Steel doors;830 m;1,9 km;650 m;180 m;0;;
Vilnius;Pašilaičiai;Tarandės g.;135 000 € (3 214 €/m²);;;42 m²;2;3;4;2020;Brick;Central thermostat;Fully equipped;;;Balcony;Bath;Steel doors;830 m;1,9 km;650 m;180 m;0;;
Vilnius;Šnipiškės;Daugėliškio g.;204 808 € (3 950 €/m²);27;7;51,85 m²;2;2;7;2025;Brick;Central thermostat;Partially equipped;A++;Has elevator New sewage system New electrical installation Private yard Internet Cable television Kitchen merged with room;Storeroom Balcony Parking space Closet;Conditioner Floor heating system Plastic pipes Recuperation;Steel doors Code door lock Video surveillance;340 m;540 m;420 m;120 m;13;;
Vilnius;Pašilaičiai;Pavilnionių g.;125 000 € (2 828 €/m²);;;44,2 m²;2;8;9;2007;Brick;Central;Fully equipped;C;Kitchen merged with room;Balcony;Furniture;Steel doors Code door lock;280 m;710 m;140 m;50 m;"37,13 €/month
~ 0,84 €/m²";;
Vilnius;Pilaitė;Karaliaučiaus g.;156 500 € (3 459 €/m²);9C;44;45,24 m²;2;7;9;2019;Brick;Central thermostat;Fully equipped;B;Has elevator New sewage system New electrical installation Private yard Internet Kitchen merged with room;Balcony;Washing machine Furniture Floor heating system Kitchen furniture Bath;Steel doors;100 m;410 m;140 m;70 m;"14,48 €/month
~ 0,32 €/m²";;
